"GAME_ID","EVENTNUM","EVENTMSGTYPE","EVENTMSGACTIONTYPE","PERIOD","WCTIMESTRING","PCTIMESTRING","HOMEDESCRIPTION","NEUTRALDESCRIPTION","VISITORDESCRIPTION","SCORE","SCOREMARGIN","PERSON1TYPE","PLAYER1_ID","PLAYER1_NAME","PLAYER1_TEAM_ID","PLAYER1_TEAM_CITY","PLAYER1_TEAM_NICKNAME","PLAYER1_TEAM_ABBREVIATION","PERSON2TYPE","PLAYER2_ID","PLAYER2_NAME","PLAYER2_TEAM_ID","PLAYER2_TEAM_CITY","PLAYER2_TEAM_NICKNAME","PLAYER2_TEAM_ABBREVIATION","PERSON3TYPE","PLAYER3_ID","PLAYER3_NAME","PLAYER3_TEAM_ID","PLAYER3_TEAM_CITY","PLAYER3_TEAM_NICKNAME","PLAYER3_TEAM_ABBREVIATION","VIDEO_AVAILABLE_FLAG","NA"
"2022200400","2","12","0","1","8:05 PM","12:00",NA,"Start of 1st Period (8:05 PM EST)",NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","4","10","0","1","8:05 PM","12:00","Jump Ball Faried vs. Simonovic: Tip to Thompson",NA,NA,NA,NA,"4","202702","Kenneth Faried","1612709931","Mexico City","Capitanes","MXC","5","1630250","Marko Simonovic","1612709923","Windy City","Bulls","WCB","5","1630679","Ethan Thompson","1612709923","Windy City","Bulls","WCB","0",0
"2022200400","7","5","2","1","8:05 PM","11:43","Perez STEAL (1 STL)",NA,"Simonovic Lost Ball Turnover (P1.T1)",NA,NA,"5","1630250","Marko Simonovic","1612709923","Windy City","Bulls","WCB","4","1631358","Jassel Perez","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","9","2","5","1","8:06 PM","11:24","MISS Faried 2' Layup",NA,NA,NA,NA,"4","202702","Kenneth Faried","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","10","4","0","1","8:06 PM","11:22",NA,NA,"Thompson REBOUND (Off:0 Def:1)",NA,NA,"5","1630679","Ethan Thompson","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","11","2","1","1","8:06 PM","11:09",NA,NA,"MISS Simonovic 26' 3PT Jump Shot",NA,NA,"5","1630250","Marko Simonovic","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","12","4","0","1","8:06 PM","11:07","Clark REBOUND (Off:0 Def:1)",NA,NA,NA,NA,"4","1629109","Gary Clark","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","13","5","11","1","8:06 PM","10:43","CAPITANES Turnover: Shot Clock (T#1)",NA,NA,NA,NA,"2","1612709931",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,NA,"0",0
"2022200400","14","2","6","1","8:07 PM","10:29",NA,NA,"MISS Thompson 2' Driving Layup",NA,NA,"5","1630679","Ethan Thompson","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","15","4","0","1","8:07 PM","10:27","Faried REBOUND (Off:0 Def:1)",NA,NA,NA,NA,"4","202702","Kenneth Faried","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","16","5","1","1","8:07 PM","10:13","Faried Bad Pass Turnover (P1.T2)",NA,"Thompson STEAL (1 STL)",NA,NA,"4","202702","Kenneth Faried","1612709931","Mexico City","Capitanes","MXC","5","1630679","Ethan Thompson","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","18","2","1","1","8:08 PM","9:51",NA,NA,"MISS Wheeler 15' Jump Shot",NA,NA,"5","1631290","Aaron Wheeler","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","19","4","0","1","8:08 PM","9:49","Perez REBOUND (Off:0 Def:1)",NA,NA,NA,NA,"4","1631358","Jassel Perez","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","20","5","45","1","8:08 PM","9:41","Clark Out of Bounds - Bad Pass Turnover Turnover (P1.T3)",NA,NA,NA,NA,"4","1629109","Gary Clark","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,NA,"0",0
"2022200400","21","2","1","1","8:08 PM","9:22",NA,NA,"MISS Thompson 10' Jump Shot",NA,NA,"5","1630679","Ethan Thompson","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","22","4","0","1","8:08 PM","9:19",NA,NA,"Wheeler REBOUND (Off:1 Def:0)",NA,NA,"5","1631290","Aaron Wheeler","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","23","1","97","1","8:08 PM","9:19",NA,NA,"Wheeler Tip Layup Shot (2 PTS)","2 - 0","-2","5","1631290","Aaron Wheeler","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","24","2","1","1","8:09 PM","9:11","MISS Clark 26' 3PT Jump Shot",NA,NA,NA,NA,"4","1629109","Gary Clark","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","25","4","0","1","8:09 PM","9:09",NA,NA,"Drell REBOUND (Off:0 Def:1)",NA,NA,"5","1630929","Henri Drell","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","26","1","6","1","8:09 PM","9:04",NA,NA,"Drell 1' Driving Layup (2 PTS)","4 - 0","-4","5","1630929","Henri Drell","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","27","6","2","1","8:09 PM","8:47",NA,NA,"Drell S.FOUL (P1.T1)",NA,NA,"5","1630929","Henri Drell","1612709923","Windy City","Bulls","WCB","4","202702","Kenneth Faried","1612709931","Mexico City","Capitanes","MXC","1","0",NA,NA,NA,NA,NA,"0",0
"2022200400","29","3","31","1","8:10 PM","8:47","MISS Faried Free Throw 2PT",NA,NA,NA,NA,"4","202702","Kenneth Faried","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","30","4","0","1","8:10 PM","8:45",NA,NA,"Simonovic REBOUND (Off:0 Def:1)",NA,NA,"5","1630250","Marko Simonovic","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","31","1","1","1","8:10 PM","8:40",NA,NA,"Thompson 26' 3PT Jump Shot (3 PTS) (Jones 1 AST)","7 - 0","-7","5","1630679","Ethan Thompson","1612709923","Windy City","Bulls","WCB","5","1626272","Lazeric Jones","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","33","1","1","1","8:10 PM","8:18","Minaya 26' 3PT Jump Shot (3 PTS) (Mays 1 AST)",NA,NA,"7 - 3","-4","4","1631303","Justin Minaya","1612709931","Mexico City","Capitanes","MXC","4","1630219","Skylar Mays","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","35","6","1","1","8:10 PM","8:08","Clark P.FOUL (P1.T1)",NA,NA,NA,NA,"4","1629109","Gary Clark","1612709931","Mexico City","Capitanes","MXC","5","1630250","Marko Simonovic","1612709923","Windy City","Bulls","WCB","1","0",NA,NA,NA,NA,NA,"0",0
"2022200400","37","6","2","1","8:11 PM","8:00","Clark S.FOUL (P2.T2)",NA,NA,NA,NA,"4","1629109","Gary Clark","1612709931","Mexico City","Capitanes","MXC","5","1630679","Ethan Thompson","1612709923","Windy City","Bulls","WCB","1","0",NA,NA,NA,NA,NA,"0",0
"2022200400","39","1","1","1","8:12 PM","7:47",NA,NA,"Wheeler 18' Jump Shot (4 PTS) (Jones 2 AST)","9 - 3","-6","5","1631290","Aaron Wheeler","1612709923","Windy City","Bulls","WCB","5","1626272","Lazeric Jones","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","41","1","5","1","8:12 PM","7:35","Faried 2' Layup (2 PTS) (Mays 2 AST)",NA,NA,"9 - 5","-4","4","202702","Kenneth Faried","1612709931","Mexico City","Capitanes","MXC","4","1630219","Skylar Mays","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","43","6","2","1","8:12 PM","7:23","Perez S.FOUL (P1.T3)",NA,NA,NA,NA,"4","1631358","Jassel Perez","1612709931","Mexico City","Capitanes","MXC","5","1630929","Henri Drell","1612709923","Windy City","Bulls","WCB","1","0",NA,NA,NA,NA,NA,"0",0
"2022200400","45","3","31","1","8:13 PM","7:23",NA,NA,"Drell Free Throw 2PT (4 PTS)","11 - 5","-6","5","1630929","Henri Drell","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","46","1","1","1","8:13 PM","6:56","Clark 27' 3PT Jump Shot (3 PTS) (Mays 3 AST)",NA,NA,"11 - 8","-3","4","1629109","Gary Clark","1612709931","Mexico City","Capitanes","MXC","4","1630219","Skylar Mays","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","48","5","2","1","8:13 PM","6:45","Perez STEAL (2 STL)",NA,"Thompson Lost Ball Turnover (P1.T2)",NA,NA,"5","1630679","Ethan Thompson","1612709923","Windy City","Bulls","WCB","4","1631358","Jassel Perez","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","50","1","6","1","8:13 PM","6:40","Perez 2' Driving Layup (2 PTS)",NA,NA,"11 - 10","-1","4","1631358","Jassel Perez","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","51","1","1","1","8:14 PM","6:25",NA,NA,"Drell 27' 3PT Jump Shot (7 PTS) (Jones 3 AST)","14 - 10","-4","5","1630929","Henri Drell","1612709923","Windy City","Bulls","WCB","5","1626272","Lazeric Jones","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","53","2","1","1","8:14 PM","6:07","MISS Perez 3PT Jump Shot",NA,NA,NA,NA,"4","1631358","Jassel Perez","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","54","4","0","1","8:14 PM","6:05",NA,NA,"Simonovic REBOUND (Off:0 Def:2)",NA,NA,"5","1630250","Marko Simonovic","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","55","5","2","1","8:14 PM","6:00","Mays STEAL (1 STL)",NA,"Drell Lost Ball Turnover (P1.T3)",NA,NA,"5","1630929","Henri Drell","1612709923","Windy City","Bulls","WCB","4","1630219","Skylar Mays","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","57","1","7","1","8:14 PM","5:56","Minaya 1' Dunk (5 PTS) (Mays 4 AST)",NA,NA,"14 - 12","-2","4","1631303","Justin Minaya","1612709931","Mexico City","Capitanes","MXC","4","1630219","Skylar Mays","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","59","5","4","1","8:15 PM","5:41",NA,NA,"Simonovic Traveling Turnover (P2.T4)",NA,NA,"5","1630250","Marko Simonovic","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,NA,"0",0
"2022200400","60","9","1","1","8:15 PM","5:41","CAPITANES Timeout: Regular (Full 1 Short 0)",NA,NA,NA,NA,"2","1612709931",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","61","8","0","1","8:15 PM","5:41","SUB: Mendoza FOR Minaya",NA,NA,NA,NA,"4","1631303","Justin Minaya","1612709931","Mexico City","Capitanes","MXC","4","1628150","Rigoberto Mendoza","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","62","8","0","1","8:15 PM","5:41","SUB: McKinnie FOR Mays",NA,NA,NA,NA,"4","1630219","Skylar Mays","1612709931","Mexico City","Capitanes","MXC","4","1628035","Alfonzo McKinnie","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","63","8","0","1","8:15 PM","5:41",NA,NA,"SUB: Pargo FOR Drell",NA,NA,"5","1630929","Henri Drell","1612709923","Windy City","Bulls","WCB","5","202951","Jeremy Pargo","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","67","2","1","1","8:17 PM","5:23","MISS McKinnie 24' 3PT Jump Shot",NA,NA,NA,NA,"4","1628035","Alfonzo McKinnie","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","68","4","0","1","8:17 PM","5:21",NA,NA,"Simonovic REBOUND (Off:0 Def:3)",NA,NA,"5","1630250","Marko Simonovic","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","69","1","1","1","8:17 PM","5:02",NA,NA,"Simonovic 26' 3PT Jump Shot (3 PTS) (Thompson 1 AST)","17 - 12","-5","5","1630250","Marko Simonovic","1612709923","Windy City","Bulls","WCB","5","1630679","Ethan Thompson","1612709923","Windy City","Bulls","WCB","0","0",NA,NA,NA,NA,NA,"0",0
"2022200400","71","2","5","1","8:18 PM","4:47","MISS Faried 7' Layup",NA,"Jones BLOCK (1 BLK)",NA,NA,"4","202702","Kenneth Faried","1612709931","Mexico City","Capitanes","MXC","0","0",NA,NA,NA,NA,NA,"5","1626272","Lazeric Jones","1612709923","Windy City","Bulls","WCB","0",0
"2022200400","73","4","0","1","8:18 PM","4:47","CAPITANES Rebound",NA,NA,NA,NA,"2","1612709931",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",0
